EventId,EventTemplate,Occurrences
e876fc67,23:32:34.003 : BTLE scanning stopped,1
5e9745f0,23:32:34.384 : Discoverable mode changed to Contacts Only,1
2bfb3ed0,23:32:34.384 : BTLE scanning started,1
2101bf18,23:32:34.384 : Scanning mode Contacts Only,1
b5b41cc3,23:32:34.407 : BTLE scanner Powered On,1
57961b70,23:46:06.002 : Purged contact hashes,1
359aacaa,23:46:06.002 : Discoverable mode changed to Off,1
637ed567,23:46:06.002 : BTLE scanning stopped,1
086d16bd,23:46:06.384 : Discoverable mode changed to Contacts Only,1
1b225109,23:46:06.384 : BTLE scanning started,1
59ab1601,23:46:06.384 : Scanning mode Contacts Only,1
2eb27175,23:46:06.406 : BTLE scanner Powered On,1
ee360abd,02:18:38.004 : Purged contact hashes,1
d3776cd3,02:18:38.005 : Discoverable mode changed to Off,1
340d3ce9,02:18:38.005 : BTLE scanning stopped,1
87396574,02:18:39.126 : Discoverable mode changed to Contacts Only,1
4f86571c,02:18:39.126 : BTLE scanning started,1
065ff1b0,02:18:39.127 : Scanning mode Contacts Only,1
147dac91,02:18:39.156 : BTLE scanner Powered On,1
c73e17fe,FA||Url||taskID[2019353113] dealloc,1
dd202732,<*>(31953) deny network-outbound /private/var/run/mDNSResponder,6
f0ab93ca,vm_compressor_record_warmup (564226 - 575469),1
af2b1897,02:32:18.009 : BTLE scanner Powered On,1
f0bd51ce,Failed to start scanning,8
724fbf2e,"02:32:18.012 : SDWormholeServer::failedToStartScanningWithError Error Domain=NSMachErrorDomain Code=8 ""(os/kern) no access"" UserInfo={NSLocalizedDescription=wirelessproxd can't start scanning at this time.}",1
0c8683dd,"02:32:18.013 : SDWormholeServer::failedToStartScanningWithError Error Domain=NSMachErrorDomain Code=8 ""(os/kern) no access"" UserInfo={NSLocalizedDescription=wirelessproxd can't start scanning at this time.}",1
d81118d7,02:32:18.366 : BTLE scanner Powered Off,1
f345f9cc,02:32:18.736 : BTLE scanner Powered ,2
fb04e362,IOPolledFilePollersOpen(0) 5 ms,18
31decd98,02:45:55.747 : BTLE scanner Powered On,1
250b86df,02:45:55.799 : BTLE scanner Powered Off,1
40c9aaca,02:45:55.800 : BTLE scanner Powered Off,1
10d6db42,"02:45:55.801 : SDWormholeServer::failedToStartScanningWithError Error Domain=NSMachErrorDomain Code=8 ""(os/kern) no access"" UserInfo={NSLocalizedDescription=wirelessproxd can't start scanning at this time.}",1
fcca5eb5,02:45:56.037 : BTLE scanner Powered ,2
455d5ee8,02:45:56.038 : BTLE scanner Powered On,1
de7645c9,-[SOAPParser:0x7fcf5299a700 parser:didStartElement:namespaceURI:qualifiedName:attributes:] Type not found in EWSItemType for ExchangePersonIdGuid (t:ExchangePersonIdGuid),1
d6170ac0,10:11:13.607 : BTLE scanner Powered ,2
7db76b80,10:11:13.608 : BTLE scanner Powered Off,1
4304a5da,10:11:13.610 : BTLE scanner Powered ,2
ada71306,FA||Url||taskID[2019353114] dealloc,1
9adc772d,10:11:17.781 : Starting AirDrop server for user 501 on wake,1
e18984a4,10:11:17.783 : Scanning mode Contacts Only,1
5a60ad46,***** Received request to scan at 30ms/60ms *****,14
90760b69,[<*>] [WARNING: CalDAVAccountRefreshQueueableOperation ::  refresh failed],12
a7477eb4,-[WebSocketNetWork webSocketDidOpen:],12
3bad7a5d,-[WebSocketNetWork webSocket:didReceiveMessage:],12
ff4a34fa,FA||Url||taskID[2019353115] dealloc,1
6bf7eb94,<*>(31973) deny network-outbound /private/var/run/mDNSResponder,6
817b55e0,button report: 0X80076ED,7
1812905c,-[SOAPParser:0x7fbdeb67bd20 parser:didStartElement:namespaceURI:qualifiedName:attributes:] Type not found in EWSItemType for ExchangePersonIdGuid (t:ExchangePersonIdGuid),1
f724bf23,ERROR | -[LWBuiltInScreenLockAuthLion  | Attempted to  an observer when  observing,17
e1ab659f,FA||Url||taskID[2019353116] dealloc,1
2d061e2a,FA||Url||taskID[2019353117] dealloc,1
af5dcc02,FA||Url||taskID[2019353118] dealloc,1
d7e4797d,FA||Url||taskID[2019353119] dealloc,1
6e87154d,FA||Url||taskID[2019353120] dealloc,1
5a6df5f8,2017-07-02   [lvl=2] -[KSAgentApp setupLoggerOutput] Agent settings:  bundleID=<*>   +0000 checkInterval=18000.000000 uiDisplayInterval=604800.000000 sleepInterval=1800.000000 jitterInterval=900 maxRunInterval=0.000000 isConsoleUser=1 ticketStorePath=/Users/xpc/Library/Google/GoogleSoftwareUpdate/TicketStore/Keystone.ticketstore runMode=3 daemonUpdateEngineBrokerServiceName=<*> daemonAdministrationServiceName=<*> logEverything=0 logBufferSize=2048 alwaysPromptForUpdates=0 productIDToUpdate=(null) lastUIDisplayed=(null) alwaysShowStatusItem=0 updateCheckTag=(null) printResults=NO userInitiated=NO>,9
cd0864c8,2017-07-02  GoogleSoftwareUpdateAgent[32012/0x7000002a0000] [lvl=2]     ,3
ac582211,2017-07-02   [lvl=2] -[KSAgentApp(KeystoneThread) runKeystonesInThreadWithArg:] No functional system update engine detected. Only user tickets will be processed.,3
18a248b8,2017-07-02  GoogleSoftwareUpdateAgent[32012/0x7000002a0000] [lvl=2]       ,10
c80b57fa,2017-07-02  GoogleSoftwareUpdateAgent[32012/0x7000002a0000] [lvl=2]         ,6
447c9653,"2017-07-02   [lvl=2] -[KSAgentApp performSelfUpdateWithEngine:] This process may be killed if self-update is necessary. In such cases, sub-processes may still be running to complete the self-update.",3
3f17a18c,2017-07-02  GoogleSoftwareUpdateAgent[32012/0x7000002a0000] [lvl=2]          ,2
97e427e0,2017-07-02  GoogleSoftwareUpdateAgent[32012/0x7000002a0000] [lvl=2]      ,12
703ceccc,"2017-07-02   [lvl=2] +[KSCodeSigningVerification verifyBundle:applicationId:error:] KSCodeSigningVerification verifying code signing for '/Users/xpc/Library/Google/GoogleSoftwareUpdate/GoogleSoftwareUpdate.bundle/Contents/MacOS/GoogleSoftwareUpdateDaemon' with the requirement 'anchor apple generic and certificate 1[<*>] exists and certificate leaf[<*>] exists and certificate leaf[subject.OU]=""EQHXZ8M8AV"" and (identifier=""<*>"")'",3
85ae168a,2017-07-02   [lvl=2] KSHelperReceiveAllData() KSHelperTool read  bytes from stdin.,6
f1f3ecf9,2017-07-02   [lvl=2] main() Fetcher received a request: <NSMutableURLRequest:  { URL:  },6
1410af77,2017-07-02   [lvl=2] main() Fetcher received a download path: ,6
0de87bec,2017-07-02   [lvl=2] main() ksfetch fetching URL (<NSMutableURLRequest:  { URL:  }) to ,6
e44a3489,2017-07-02   [lvl=2] main() Setting up download file handles...,6
222fc2d5,2017-07-02   [lvl=2] -[FetchDelegate fetcher:finishedWithData:] Fetcher downloaded successfully data of length: 0,6
c4f36375,2017-07-02   [lvl=2] main()   ,12
c8b93b07,2017-07-02   [lvl=2] -[KSOutOfProcessFetcher(PrivateMethods) helperDidTerminate:] KSOutOfProcessFetcher fetch ended for URL: ,6
846b7eed,2017-07-02  GoogleSoftwareUpdateAgent[32012/0x7000002a0000] [lvl=2]        ,3
152ec1d6,2017-07-02   [lvl=2] -[KSAgentApp updateProductWithProductID:usingEngine:]       using engine ,6
0ab320c5,"2017-07-02   [lvl=2] +[KSCodeSigningVerification verifyBundle:applicationId:error:] KSCodeSigningVerification verifying code signing for '/Applications/Google Chrome.app' with the requirement 'anchor apple generic and certificate 1[<*>] exists and certificate leaf[<*>] exists and certificate leaf[subject.OU]=""EQHXZ8M8AV"" and (identifier=""<*>"")'",3
d85c22f3,"2017-07-02   [lvl=2] -[KSAgentApp updateProductWithProductID:usingEngine:] Done checking for updates for '""All Products""' using engine ",3
474b1f3a,2017-07-02   [lvl=2] -[KSAgentUploader fetcher:finishedWithData:] Successfully uploaded stats to <NSMutableURLRequest:  { URL: https://<*>/service/update2 },3
b2ad27f3,2017-07-02   [lvl=2] -[KSAgentApp checkForUpdates] Finished update check.,3
1d11a0a7,FA||Url||taskID[2019353121] dealloc,1
187c5bef,FA||Url||taskID[2019353122] dealloc,1
1d9b5c20,FA||Url||taskID[2019353123] dealloc,1
0b702a20,FA||Url||taskID[2019353124] dealloc,1
8c0071a1,FA||Url||taskID[2019353125] dealloc,1
f6f11e39,FA||Url||taskID[2019353126] dealloc,1
c0af951e,FA||Url||taskID[2019353127] dealloc,1
ddc6ec4c,FA||Url||taskID[2019353128] dealloc,1
bcd8bcbb,FA||Url||taskID[2019353129] dealloc,1
6508ea9a,FA||Url||taskID[2019353130] dealloc,1
c2c077cd,FA||Url||taskID[2019353131] dealloc,1
5b525de4,FA||Url||taskID[2019353132] dealloc,1
0073265a,11:38:49.210 : BTLE scanner Powered Off,1
1cb52c0b,11:38:49.211 : BTLE scanner Powered Off,1
cb8baddb,2017-07-02   [AirPlayUIAgent] BecomingInactive: NSWorkspaceWillSleepNotification,6
b12babcf,"blued: unable to relinquishBluetoothPagingLockAndReply Error Domain=<*> Code=8 ""(null)""",14
ea3a2aac,2017/07/02  | I | VoipWrapper | DAVEngineImpl.cpp:1400:Close | close video chat. llFriendUIN = ,25
ac3296e9,11:42:54.003 : Purged contact hashes,1
355f1d43,11:42:54.003 : Discoverable mode changed to Off,1
a5719155,11:42:54.003 : BTLE scanning stopped,1
43c5d3f0,[11:42:55.036] <<<< CRABS >>>> crabsFlumeHostUnavailable: [0x7f961cf08cf0] Byte flume reports host unavailable.,1
2bea94d4,11:42:55.130 : Discoverable mode changed to Contacts Only,1
8a78b080,11:42:55.130 : BTLE scanning started,1
8143ba53,11:42:55.130 : Scanning mode Contacts Only,1
59a0abfd,[0702/114255:WARNING:dns_config_service_posix.cc(306)] Failed to read DnsConfig.,1
4d5b528f,11:42:55.165 : BTLE scanner Powered On,1
2180d05d,[11:43:00.101] <<<< CRABS >>>> crabsFlumeHostAvailable: [0x7f961cf08cf0] Byte flume reports host available again.,1
97c19529,FA||Url||taskID[2019353133] dealloc,1
4b95f5be,<*>(32069) deny network-outbound /private/var/run/mDNSResponder,6
f3563c46,-[SOAPParser:0x7fac22d29970 parser:didStartElement:namespaceURI:qualifiedName:attributes:] Type not found in EWSItemType for ExchangePersonIdGuid (t:ExchangePersonIdGuid),1
57ddcdd3,12:15:23.002 : Purged contact hashes,1
7ccc8562,12:15:23.005 : Discoverable mode changed to Off,1
a1d8e59e,12:15:23.006 : BTLE scanning stopped,1
28420cae,12:15:24.129 : Discoverable mode changed to Contacts Only,1
e9371748,12:15:24.129 : BTLE scanning started,1
1d9c0c51,12:15:24.129 : Scanning mode Contacts Only,1
80b2b39f,nw_path_query_lqm Tried to query LQM on path with no interfaces,9
005493cf,[0702/121524:WARNING:dns_config_service_posix.cc(306)] Failed to read DnsConfig.,2
4a22ee86,12:15:24.171 : BTLE scanner Powered On,1
b0b9d2e4,[12:15:24.198] <<<< CRABS >>>> crabsFlumeHostUnavailable: [0x7f961cf08cf0] Byte flume reports host unavailable.,1
17609c36,[12:15:31.129] <<<< CRABS >>>> crabsFlumeHostAvailable: [0x7f961cf08cf0] Byte flume reports host available again.,1
75ad96d2,FA||Url||taskID[2019353134] dealloc,1
27821782,<*>(32083) deny network-outbound /private/var/run/mDNSResponder,6
40bacaca,-[SOAPParser:0x7fcaea1a1e60 parser:didStartElement:namespaceURI:qualifiedName:attributes:] Type not found in EWSItemType for ExchangePersonIdGuid (t:ExchangePersonIdGuid),1
db376430,FA||Url||taskID[2019353135] dealloc,1
1f7e75f5,12:29:03.002 : Purged contact hashes,1
956afb41,12:29:03.003 : Discoverable mode changed to Off,1
6608947e,12:29:03.003 : BTLE scanning stopped,1
5ceda7f2,12:29:04.115 : Discoverable mode changed to Contacts Only,1
d44c427d,12:29:04.115 : BTLE scanning started,1
61daaca2,12:29:04.116 : Scanning mode Contacts Only,1
8e2fa9ed,12:29:04.139 : BTLE scanner Powered On,1
688c7522,<*>(32090) deny network-outbound /private/var/run/mDNSResponder,1
2085f79d,sigio_handler: sigio_handler_active != ,206
2214d09c,-[SOAPParser:0x7fb3e048cb70 parser:didStartElement:namespaceURI:qualifiedName:attributes:] Type not found in EWSItemType for ExchangePersonIdGuid (t:ExchangePersonIdGuid),1
441cfe63,12:42:41.002 : Purged contact hashes,1
0d1893c2,12:42:41.003 : Discoverable mode changed to Off,1
376287d2,12:42:41.003 : BTLE scanning stopped,1
0c688525,12:42:42.131 : Discoverable mode changed to Contacts Only,1
f6c5d270,12:42:42.131 : BTLE scanning started,1
29ab7517,12:42:42.131 : Scanning mode Contacts Only,1
f9259798,12:42:42.154 : BTLE scanner Powered On,1
e61467f1,<*>(32120) deny network-outbound /private/var/run/mDNSResponder,6
fde90657,-[SOAPParser:0x7fbe58eb9390 parser:didStartElement:namespaceURI:qualifiedName:attributes:] Type not found in EWSItemType for ExchangePersonIdGuid (t:ExchangePersonIdGuid),1
86bb6ec9,<*>(32125) deny network-outbound /private/var/run/mDNSResponder,1
73a5f5fa,-[SOAPParser:0x7fd46dc02ed0 parser:didStartElement:namespaceURI:qualifiedName:attributes:] Type not found in EWSItemType for ExchangePersonIdGuid (t:ExchangePersonIdGuid),1
bfec881e,FA||Url||taskID[2019353136] dealloc,1
e12dad66,12:56:19.002 : Purged contact hashes,1
5416c392,12:56:19.003 : Discoverable mode changed to Off,1
1d93bf51,12:56:19.003 : BTLE scanning stopped,1
fbdca5b8,12:56:20.106 : Discoverable mode changed to Contacts Only,1
303f75c2,12:56:20.106 : BTLE scanning started,1
cd7b4f5d,12:56:20.107 : Scanning mode Contacts Only,1
ac4b9465,12:56:20.129 : BTLE scanner Powered On,1
905224fb,<*>(32135) deny network-outbound /private/var/run/mDNSResponder,7
af1bbac9,-[SOAPParser:0x7fde1bc37880 parser:didStartElement:namespaceURI:qualifiedName:attributes:] Type not found in EWSItemType for ExchangePersonIdGuid (t:ExchangePersonIdGuid),1
9ccacbbb,13:00:07.002 : Purged contact hashes,1
83d81ef9,13:00:07.004 : Discoverable mode changed to Off,1
e3d0e77f,13:00:07.004 : BTLE scanning stopped,1
732bb68b,13:00:07.458 : Discoverable mode changed to Contacts Only,1
053a8d53,13:00:07.458 : BTLE scanning started,1
80cef2a1,13:00:07.458 : Scanning mode Contacts Only,1
ac0cbb0f,13:00:07.485 : BTLE scanner Powered On,1
df79cf1a,[13:00:08.019] <<<< CRABS >>>> crabsFlumeHostUnavailable: [0x7f961cf08cf0] Byte flume reports host unavailable.,1
f57caca1,[0702/130008:WARNING:dns_config_service_posix.cc(306)] Failed to read DnsConfig.,1
f2f54d25,[13:00:10.097] <<<< CRABS >>>> crabsFlumeHostAvailable: [0x7f961cf08cf0] Byte flume reports host available again.,1
9165a7b3,FA||Url||taskID[2019353137] dealloc,1
f6f470f5,<*>(32143) deny network-outbound /private/var/run/mDNSResponder,7
9fcab84b,-[SOAPParser:0x7fa4abd52de0 parser:didStartElement:namespaceURI:qualifiedName:attributes:] Type not found in EWSItemType for ExchangePersonIdGuid (t:ExchangePersonIdGuid),1
de51339f,13:01:36.002 : Purged contact hashes,1
07b501cb,13:01:36.003 : Discoverable mode changed to Off,1
776b390d,13:01:36.003 : BTLE scanning stopped,1
1bb34de1,13:01:36.499 : Discoverable mode changed to Contacts Only,1
82c351f5,13:01:36.499 : BTLE scanning started,1
723145e0,13:01:36.499 : Scanning mode Contacts Only,1
b35a4829,13:01:37.106 : BTLE scanner Powered On,1
31be9872,13:01:37.107 : BTLE scanner Powered On,1
2a7cc577,ARPT: 646145.926874: wlc_dump_aggfifo:,1
1d19df01,[0702/130137:WARNING:dns_config_service_posix.cc(306)] Failed to read DnsConfig.,1
16f2b6e4,[13:01:37.733] <<<< CRABS >>>> crabsFlumeHostUnavailable: [0x7f961cf08cf0] Byte flume reports host unavailable.,1
66c7a6fc,[13:01:42.013] <<<< CRABS >>>> crabsFlumeHostAvailable: [0x7f961cf08cf0] Byte flume reports host available again.,1
1581ece2,FA||Url||taskID[2019353138] dealloc,1
e16a9faa,(DiskStore.Normal:2382) c001 1.009594,1
85826d9a,<*>(32155) deny network-outbound /private/var/run/mDNSResponder,7
99636cae,-[SOAPParser:0x7fb0f1d04360 parser:didStartElement:namespaceURI:qualifiedName:attributes:] Type not found in EWSItemType for ExchangePersonIdGuid (t:ExchangePersonIdGuid),1
1684d125,13:03:10.002 : Purged contact hashes,1
16a3d2f1,13:03:10.004 : Discoverable mode changed to Off,1
19cbdf5a,13:03:10.004 : BTLE scanning stopped,1
c8294c93,13:03:10.508 : Discoverable mode changed to Contacts Only,1
391d3c7c,13:03:10.508 : BTLE scanning started,1
bc63b86e,13:03:10.508 : Scanning mode Contacts Only,1
d101191d,13:03:10.537 : BTLE scanner Powered On,1
cca34491,[13:03:11.084] <<<< CRABS >>>> crabsFlumeHostUnavailable: [0x7f961cf08cf0] Byte flume reports host unavailable.,1
708eccfe,FA||Url||taskID[2019353139] dealloc,1
988a33e2,[0702/130311:WARNING:dns_config_service_posix.cc(306)] Failed to read DnsConfig.,1
818d4e84,[13:03:13.215] <<<< CRABS >>>> crabsFlumeHostAvailable: [0x7f961cf08cf0] Byte flume reports host available again.,1
9b651a9c,FA||Url||taskID[2019353140] dealloc,1
7f6a13fc,-[SOAPParser:0x7f9bb1574af0 parser:didStartElement:namespaceURI:qualifiedName:attributes:] Type not found in EWSItemType for ExchangePersonIdGuid (t:ExchangePersonIdGuid),1
cf134c78,13:05:38.002 : Purged contact hashes,1
28d7a375,13:05:38.005 : Discoverable mode changed to Off,1
e47d84d3,13:05:38.006 : BTLE scanning stopped,1
fc4c8749,13:05:38.455 : Discoverable mode changed to Contacts Only,1
abcab6fe,13:05:38.455 : BTLE scanning started,1
90ef9eba,13:05:38.455 : Scanning mode Contacts Only,1
bb153eb9,13:05:38.483 : BTLE scanner Powered On,1
6ed49087,[13:05:39.019] <<<< CRABS >>>> crabsFlumeHostUnavailable: [0x7f961cf08cf0] Byte flume reports host unavailable.,1
7e19e316,[0702/130539:WARNING:dns_config_service_posix.cc(306)] Failed to read DnsConfig.,1
82e982a6,[13:05:41.085] <<<< CRABS >>>> crabsFlumeHostAvailable: [0x7f961cf08cf0] Byte flume reports host available again.,1
acd2f265,FA||Url||taskID[2019353141] dealloc,1
ab2b2218,<*>(32172) deny network-outbound /private/var/run/mDNSResponder,6
4bf00e36,-[SOAPParser:0x7fba2c719440 parser:didStartElement:namespaceURI:qualifiedName:attributes:] Type not found in EWSItemType for ExchangePersonIdGuid (t:ExchangePersonIdGuid),1
5e344633,13:10:46.002 : Purged contact hashes,1
49d619aa,13:10:46.003 : Discoverable mode changed to Off,1
0df6e7e9,13:10:46.003 : BTLE scanning stopped,1
e882f3b2,13:10:46.457 : Discoverable mode changed to Contacts Only,1
b7f5e965,13:10:46.457 : BTLE scanning started,1
e75f6f74,13:10:46.457 : Scanning mode Contacts Only,1
299a2462,[13:10:46.936] <<<< CRABS >>>> crabsFlumeHostUnavailable: [0x7f961cf08cf0] Byte flume reports host unavailable.,1
f855a1dc,13:10:47.130 : BTLE scanner Powered On,1
955496e5,[0702/131047:WARNING:dns_config_service_posix.cc(306)] Failed to read DnsConfig.,1
52f652f7,[13:10:47.627] <<<< CRABS >>>> crabsFlumeHostAvailable: [0x7f961cf08cf0] Byte flume reports host available again.,1
9284505c,FA||Url||taskID[2019353142] dealloc,1
d0690391,<*>(32180) deny network-outbound /private/var/run/mDNSResponder,1
0ca20631,-[SOAPParser:0x7fa384c23ef0 parser:didStartElement:namespaceURI:qualifiedName:attributes:] Type not found in EWSItemType for ExchangePersonIdGuid (t:ExchangePersonIdGuid),1
d43fc0d2,13:12:07.002 : Purged contact hashes,1
7f5c2f2c,13:12:07.003 : Discoverable mode changed to Off,1
0f230f71,13:12:07.005 : BTLE scanning stopped,1
dc52c0e9,13:12:07.515 : Discoverable mode changed to Contacts Only,1
2e0bfe4e,13:12:07.515 : BTLE scanning started,1
fb3d6995,13:12:07.515 : Scanning mode Contacts Only,1
e21865ca,13:12:07.542 : BTLE scanner Powered On,1
78a83c1f,[13:12:08.135] <<<< CRABS >>>> crabsFlumeHostUnavailable: [0x7f961cf08cf0] Byte flume reports host unavailable.,1
8dbbb4c5,[0702/131208:WARNING:dns_config_service_posix.cc(306)] Failed to read DnsConfig.,1
f04c8ced,ARPT: 646358.863184: wlc_dump_aggfifo:,1
dbb35f6f,ARPT: 646358.933661: wlc_dump_aggfifo:,1
360eb32f,[13:12:13.348] <<<< CRABS >>>> crabsFlumeHostAvailable: [0x7f961cf08cf0] Byte flume reports host available again.,1
ac82ea40,FA||Url||taskID[2019353143] dealloc,1
738ecb3d,<*>(32190) deny network-outbound /private/var/run/mDNSResponder,6
e7552cf6,-[SOAPParser:0x7f867ad7dd20 parser:didStartElement:namespaceURI:qualifiedName:attributes:] Type not found in EWSItemType for ExchangePersonIdGuid (t:ExchangePersonIdGuid),1
ff8c88fd,13:13:22.001 : Purged contact hashes,1
7e0bf370,13:13:22.003 : Discoverable mode changed to Off,1
7254931c,13:13:22.003 : BTLE scanning stopped,1
22a783a5,13:13:23.094 : Discoverable mode changed to Contacts Only,1
dacc918b,13:13:23.095 : BTLE scanning started,1
f8642887,13:13:23.095 : Scanning mode Contacts Only,1
e8ba71f1,[13:13:23.106] <<<< CRABS >>>> crabsFlumeHostUnavailable: [0x7f961cf08cf0] Byte flume reports host unavailable.,1
dede0b01,13:13:23.132 : BTLE scanner Powered On,1
07094ef8,[0702/131323:WARNING:dns_config_service_posix.cc(306)] Failed to read DnsConfig.,1
61e95b7f,ARPT: 646408.010235: wlc_dump_aggfifo:,1
da256c8e,[13:13:29.583] <<<< CRABS >>>> crabsFlumeHostAvailable: [0x7f961cf08cf0] Byte flume reports host available again.,1
d2aba986,FA||Url||taskID[2019353144] dealloc,1
bb2071e6,<*>(32198) deny network-outbound /private/var/run/mDNSResponder,3
512d39a5,-[SOAPParser:0x7fbaab6f2fb0 parser:didStartElement:namespaceURI:qualifiedName:attributes:] Type not found in EWSItemType for ExchangePersonIdGuid (t:ExchangePersonIdGuid),1
a2e8c61f,13:44:22.002 : Purged contact hashes,1
0dad226b,13:44:22.004 : Discoverable mode changed to Off,1
35474a21,13:44:22.004 : BTLE scanning stopped,1
9090fea7,13:44:22.514 : Discoverable mode changed to Contacts Only,1
c45dd84f,13:44:22.514 : BTLE scanning started,1
3d8e4269,13:44:22.514 : Scanning mode Contacts Only,1
14a43271,13:44:22.540 : BTLE scanner Powered On,1
a96d1877,[13:44:23.104] <<<< CRABS >>>> crabsFlumeHostUnavailable: [0x7f961cf08cf0] Byte flume reports host unavailable.,1
0ad37342,[0702/134423:WARNING:dns_config_service_posix.cc(306)] Failed to read DnsConfig.,1
b0415822,[13:44:30.554] <<<< CRABS >>>> crabsFlumeHostAvailable: [0x7f961cf08cf0] Byte flume reports host available again.,1
890bd9dd,[13:44:33.951] <<<< CRABS >>>> crabsFlumeHostUnavailable: [0x7f961cf08cf0] Byte flume reports host unavailable.,1
36d4103e,[13:44:34.505] <<<< CRABS >>>> crabsFlumeHostAvailable: [0x7f961cf08cf0] Byte flume reports host available again.,1
ced2fb16,FA||Url||taskID[2019353145] dealloc,1
802d7ba7,FA||Url||taskID[2019353146] dealloc,1
1615dba7,<*>(32208) deny network-outbound /private/var/run/mDNSResponder,6
c7a0a5a9,-[SOAPParser:0x7fd8c348a9d0 parser:didStartElement:namespaceURI:qualifiedName:attributes:] Type not found in EWSItemType for ExchangePersonIdGuid (t:ExchangePersonIdGuid),1
02ffce01,13:56:23.002 : Purged contact hashes,1
5183f7eb,13:56:23.003 : Discoverable mode changed to Off,1
356382d8,13:56:23.003 : BTLE scanning stopped,1
9cbc1e3d,13:56:23.414 : Discoverable mode changed to Contacts Only,1
f67ea9fd,13:56:23.414 : BTLE scanning started,1
dba8ec16,13:56:23.414 : Scanning mode Contacts Only,1
ac43992c,13:56:23.441 : BTLE scanner Powered On,1
a2d47f47,13:56:24.323 : Starting AirDrop server for user 501 on wake,1
7e81cda8,13:56:24.324 : Scanning mode Contacts Only,1
cf8ccdcc,-[SOAPParser:0x7fe901e869d0 parser:didStartElement:namespaceURI:qualifiedName:attributes:] Type not found in EWSItemType for ExchangePersonIdGuid (t:ExchangePersonIdGuid),1
7b308082,FA||Url||taskID[2019353147] dealloc,1
cbb95d60,<*>(9854) deny file-read-data /private/etc/hosts,14
ca33f90d,FA||Url||taskID[2019353148] dealloc,1
8b86a6cd,Session 101738 created,1
baa03de4,Extension remained dirty for too long after trying to exit. Killing.,2
3e2867e6,"2017-07-02 14:03:09.378, 30311, 33443f20, [NetworkDefaults]: Error updating network defaults: Error Domain=NSURLErrorDomain Code=-1001 ""The request timed out."" UserInfo={NSUnderlyingError=0x7fe13356d730 {Error Domain=kCFErrorDomainCFNetwork Code=-1001 ""(null)"" UserInfo={_kCFStreamErrorCodeKey=-2102, _kCFStreamErrorDomainKey=4}}, NSErrorFailingURLStringKey=https://<*>/configurations/pep/config/geo/<*>, NSErrorFailingURLKey=https://<*>/configurations/pep/config/geo/<*>, _kCFStreamErrorDomainKey=4, _kCFStreamErrorCodeKey=-2102, NSLocalizedDescription=The request timed out.}",1
dd4d6a06,FA||Url||taskID[2019353149] dealloc,1
55547c94,FA||Url||taskID[2019353150] dealloc,1
e67f09f0,FA||Url||taskID[2019353151] dealloc,1
d94526bf,XPC Activity invoked with state=2,5
1bc42019,Running  periodic task.,8
3a0c58ab,Killing auth hosts,28
50019d04,Session 101321 destroyed,1
3dd656a2,hfs: mounted Recovery HD on device disk0s3,5
5c3540bb,(Volume.Normal:2464)  ********** Bootstrapped Creating a default store:0 SpotLoc:(null) SpotVerLoc:(null) occlude:0 /Volumes/Recovery HD,5
cc9142d7,(ImportBailout.Error:1331) Asked to exit for Diskarb,65
69bdb2bc,Logging disabled completely for device:1: /Volumes/Recovery HD,5
70f0df0d,hfs: unmount initiated on Recovery HD on device disk0s3,5
3c7742ce,Finder(4133) System Policy: deny file-write-create /Volumes/Recovery HD/.Trashes/501,2
29ea6279,FA||Url||taskID[2019353152] dealloc,1
eaf1b14c,"-[NETAWDManager reportStats:metricID:] AWDServerConnection newMetricContainerWithIdentifier failed for metric 2686985, server 0x7faf937117d0, not reporting:",4
f2badbda,moduleFromLegacyDefaults: <ScreenSaverDefaults: 0x7ffcb0730c10>,1
955d3a02,Attempted search for modules of unknown type (4),1
b5fe9165,"Application App:""loginwindow"" asn:0x0-1001 pid:94  @ 0x7fac18f024b0 tried to be brought forward, but isn't in fPermittedFrontApps ( ( ""LSApplication:0x0-0x1b37b36 pid=32360 ""ScreenSaverEngine"""")), so denying. : LASSession.cp #1531 SetFrontApplication() q=LSSession 100007/0x186a7 queue",2
afb45241,"[cps/setfront] Failed setting the front application to loginwindow, psn 0x0-0x1001, securitySessionID=0x186a7, err=-13066",2
aacabba1,SecTaskLoadEntitlements failed error=3,1
131aacc7,FA||Url||taskID[2019353153] dealloc,1
16207549,FA||Url||taskID[2019353154] dealloc,1
8eccbbe7,14:35:58.894 : BTLE scanner Powered Off,1
f56dfb56,FA||Url||taskID[2019353155] dealloc,1
44404677,14:36:06.609 : Starting AirDrop server for user 501 on wake,1
65713470,14:36:06.610 : Scanning mode Contacts Only,1
51bd2c5c,14:36:06.610 : BTLE scanner Powered Off,1
54fdf2c5,14:36:06.611 : BTLE scanner Powered On,1
f27c8972,FA||Url||taskID[2019353156] dealloc,1
875bd880,"[14:44:29.030] <<< FigDiskCacheRepository >>> fdcr_GetFileStats: stat failed for /private/var/folders/nt/fvzdv1fn7n1d5bpgqb_wcfxh0000gn/T/<*>/WebKit/MediaCache/CachedMedia-ldejo7, err = 2",1
9f07b678,[14:44:29.031] <<< FigDiskCacheRepository >>> fdcr_GetFileStats: stat failed for  err = 2,22
